Unnamed: 0,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
1212,RUMAH DI HOOK DITENGAH KOTA BALIKPAPAN,Rp 1 Miliar,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10914597/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10914597/original/hos10914597-rumah-di-jual-di-balikpapan-utara-balikpapan-1661127605.jpg,4.0,2.0,175 m²,175 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,Unfurnished,,,,,,,Butuh Renovasi,Dijual
1213,LIMITED RUMAH SATU LANTAI SIAP HUNI HARGA BERSAHABAT,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10870841/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10870841/original/hos10870841-rumah-di-jual-di-balikpapan-utara-balikpapan-1703826403.jpg,2.0,1.0,117 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1214,RUMAH CANTIK SEMI FURNISH DI WIKA BALIKPAPAN,"Rp 1,65 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10808437/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10808437/original/hos10808437-rumah-di-jual-di-balikpapan-utara-balikpapan-1659934832.jpg,3.0,2.0,260 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1215,"BALIKPAPAN,  BATU AMPAR (Y176)","Rp 1,5 Miliar","Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10752906/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752906/original/hos10752906-rumah-di-jual-di-batu-ampar-balikpapan-1659321541.jpg,6.0,4.0,200 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1216,BARU MINIMALIS MODERN DALAM CLUSTER TENGAH KOTA,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10752891/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752891/original/hos10752891-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831491.jpg,2.0,1.0,78 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
1217,PESONA ALAM PERMAI,Rp 950 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10752758/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752758/original/hos10752758-rumah-di-jual-di-balikpapan-utara-balikpapan-1659320241.jpg,3.0,2.0,174 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1218,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10752555/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752555/original/hos10752555-rumah-di-jual-di-balikpapan-baru-balikpapan-1659318546.jpg,3.0,2.0,96 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1219,RUMAH BESAR MEWAH BERDAMPINGAN DENGAN LAPANGAN GOLF,"Rp 5,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10699411/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10699411/original/hos10699411-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826620.jpg,3.0,3.0,665 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
1220,HARGA PALING BAGUS DALAM CLUSTER TERNAMA DI KOTA BALIKPAPAN,Rp 750 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10699367/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10699367/original/hos10699367-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827384.jpg,3.0,2.0,120 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
1221,RUMAH BARU MINIMALIS GRAND CITY HAYLAND BALIKPAPAN,Rp 975 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10699203/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10699203/original/hos10699203-rumah-di-jual-di-balikpapan-utara-balikpapan-1658719763.jpg,2.0,2.0,72 m²,46 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1222,RUMAH LIMA KAMAR TIDUR DI PERUMAHAN ELITE BALIKPAPAN BARU,"Rp 1,87 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10698499/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10698499/original/hos10698499-rumah-di-jual-di-balikpapan-baru-balikpapan-1658718660.jpg,5.0,2.0,150 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1223,"BALIKPAPAN,  4 RUMAH KONTRAKAN JADI 1 (Y429)","Rp 1,2 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10698079/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10698079/original/hos10698079-rumah-di-jual-di-balikpapan-tengah-balikpapan-1658716290.jpg,8.0,4.0,339 m²,109 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
1224,RUMAH MINIMALIS TINGKAT 2 DI BALIKPAPAN BARU,"Rp 1,95 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10697849/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10697849/original/hos10697849-rumah-di-jual-di-balikpapan-baru-balikpapan-1658714970.jpg,4.0,2.0,230 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,Tidak,Tidak,Unfurnished,,,Tidak,,,Tidak,Bagus,Dijual
1226,RUMAH TUMBUH BERSIH TERAWAT TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,62 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10654081/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10654081/original/hos10654081-rumah-di-jual-di-balikpapan-selatan-balikpapan-1658151407.jpg,3.0,1.0,163 m²,65 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
