,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
918,RUMAH TENGAH KOTA,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",3,1,147 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
919,DI JUAL CEPAT RUMAH SHM DI KAWASAN PERUMAHAN GRAND CITY,"Rp 1,28 Miliar","Balikpapan Utara, Balikpapan",2,2,108 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
920,DI JUAL RUMAH ASRI DI KAWASAN PERUMAHAN PONDOK KARYA AGUNG,"Rp 1,35 Miliar","Balikpapan Selatan, Balikpapan",4,3,287 m²,184 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
921,RUMAH DUA LANTAI DI KAWASAN PERUMAHAN BALIKPAPAN BARU,"Rp 2,6 Miliar","Damai, Balikpapan",3,120,261 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
922,RUMAH ELIT DI PERUMAHAN BUKIT CITRA INDAH,"Rp 3,85 Miliar","Balikpapan Selatan, Balikpapan",4,4,244 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
923,RUMAH ELIT DI PERUMAHAN BUKIT CITRA INDAH,"Rp 4,95 Miliar","Balikpapan Selatan, Balikpapan",4,4,412 m²,340 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
924,DUA RUMAH DENGAN HARGA MURAH FULL FURNITURE DI PERUMAHAN VILA DAMAI,"Rp 1,6 Miliar","Balikpapan Tengah, Balikpapan",5,4,193 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
925,BALIKPAPAN BARU,"Rp 1,25 Miliar","Damai, Balikpapan",3,2,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
926,RUMAH MURAH DI PERUMAHAN SEPINGGAN,Rp 600 Juta,"Sepinggan, Balikpapan",2,1,400 m²,98 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
927,RUMAH MURAH DI PERUMAHAN BALIKPAPAN BARU,"Rp 1,05 Miliar","Damai, Balikpapan",2,1,130 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
928,RUMAH BARU CANTIK DI KAWASAN TRIBUN KALTIM,Rp 775 Juta,"Balikpapan Utara, Balikpapan",3,2,72 m²,65 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
929,RUMAH MINIMALIS DI PERUMAHAN GRAND CITY,"Rp 1,75 Miliar","Balikpapan Utara, Balikpapan",3,2,126 m²,79 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
930,RUMAH KOS DI AREA MILONO,"Rp 3,2 Miliar","Balikpapan Selatan, Balikpapan",12,13,400 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
931,RUMAH MINIMALIS DI PERUMAHAN BALIKPAPAN BARU,"Rp 1,8 Miliar","Balikpapan Baru, Balikpapan",4,2,156 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
932,RUMAH DI / CEPAT DI PERUMAHAN SIAGA,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,150 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
933,RUMAH KOS DI KAWASAN MARTADINATA,"Rp 2,3 Miliar","Balikpapan Tengah, Balikpapan",17,8,469 m²,469 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
934,RUMAH MURAH DI CALADIUM RESIDEN,Rp 550 Juta,"Gn. Samarinda, Balikpapan",2,1,91 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
935,RUMAH MURAH DENGAN HARGA TERJANGKAU DI  PERUMAHAN INDRAKILA,Rp 700 Juta,"Gn. Samarinda, Balikpapan",3,2,91 m²,80 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
936,RUMAH STRATEGIS BALIKPAPAN BARU,"Rp 4,6 Miliar","Damai, Balikpapan",4,3,300 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
937,RUMAH STRATEGIS DI PERUMAHAN BALIKPAPAN BARU,"Rp 2,9 Miliar","Damai, Balikpapan",3,3,300 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
938,RUMAH SULTAN DI BALIKPAPAN BARU,"Rp 4,5 Miliar","Balikpapan Baru, Balikpapan",4,3,400 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
939,RUMAH STRATEGIS DI PERUMAHAN PUPUK,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",3,3,231 m²,156 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,,,,,,,,,,,,Dijual
940,RUMAH ELIT TURUN HARGA DI PERUMAHAN BALIKPAPAN BARU,"Rp 2,7 Miliar","Balikpapan Baru, Balikpapan",4,3,180 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
941,RUMAH MINIMALIS DI PERUMAHAN INDRA KILA,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",4,3,91 m²,180 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,,,,,,,,,,,,,Dijual
942,RUMAH MURAH DI KAWASAN SUMBER REJO,Rp 550 Juta,"Sumber Rejo, Balikpapan",2,1,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
943,DI JUAL CEPAT RUMAH STRATEGIS SATU LANTAI KAWASAN PERUMAHAN POKA,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",5,2,404 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
944,RUMAH MINIMALIS DI KAWASAN  RINGROAD,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",5,4,100 m²,75 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
945,Rumah di jalan Mulawarman Lamaru,Rp 400 Juta,"Balikpapan Timur, Balikpapan",,,112 m²,112 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,,1,,Tidak,,Sumur Bor,Tidak,Baru,Dijual
946,1087. Dijual rumah murah di Perumahan Balikpapan Baru Kalimantan,"Rp 6,5 Miliar","Balikpapan Baru, Balikpapan",12,10,719 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,,,1,Tidak,Tidak,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
947,RUMAH DIPERUMAHAN WIKA,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",3,2,120 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
948,LINGKUNGAN RAMAI,Rp 739 Juta,"Balikpapan Selatan, Balikpapan",2,2,96 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
949,2 LANTAI KILO 3 ADA DISINI,Rp 925 Juta,"Balikpapan Utara, Balikpapan",3,2,80 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
950,BALIKPAPAN RUMAH & KOST-KOSTAN BANGUN REKSA (HM123),"Rp 1,4 Miliar","Batu Ampar, Balikpapan",3,2,240 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
951,BALIKPAPAN RUMAH WIKA LUAS CANTIK TERAWAT (HM62),"Rp 1,95 Miliar","Balikpapan Utara, Balikpapan",2,2,235 m²,135 m²,1,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,1,Tidak,Tidak,Furnished,,Pemukiman Warga,Tidak,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
952,BALIKPAPAN RUMAH  BALIKPAPAN BARU  (HM72),"Rp 1,5 Miliar","Balikpapan Baru, Balikpapan",3,2,100 m²,96 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Semi Furnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
953,BALIKPAPAN RUMAH PERUMAHAN BALIKPAPAN BARU CLUSTER TORONTO,Rp 2 Miliar,"Balikpapan Baru, Balikpapan",4,3,140 m²,170 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
954,BALIKPAPAN RUMAH BERSIH ASRI  TERAWAT (HM 40),Rp 700 Juta,"Sepinggan, Balikpapan",3,2,200 m²,108 m²,,Rumah,HGB - Hak Guna Bangunan,900 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
955,Rumah di Batakan Village,"Rp 1,4 Miliar","Balikpapan Timur, Balikpapan",3,2,105 m²,91 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,1,,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
956,rumah mewah tingkat 2 terawat dan terasa nyaman ditengah kota,"Rp 1,95 Miliar","Balikpapan Baru, Balikpapan",3,3,96 m²,104 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
957,"DIJUAL KOST - KOSTAN DAN RUMAH KONTRAKAN DI PERUMAHAN PANJI, JL PROKLAMASI MANGGAR","Rp 1,05 Miliar","Balikpapan Timur, Balikpapan",10,10,716 m²,284 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,10,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,Sumur Bor,Tidak,Bagus,Dijual
958,RUMAH DI AREA AGUNG TUNGGAL,"Rp 3,8 Miliar","Damai, Balikpapan",4,3,400 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
959,RUMAH HOOK HOMY LUAS DALAM PERUMAHAN BALIKPAPAN,"Rp 1,61 Miliar","Balikpapan Selatan, Balikpapan",3,2,180 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
960,RUMAH KONTRAKAN  2 LANTAI 4 PINTU SIAP HUNI DI BATAKAN MAS,"Rp 1,6 Miliar","Batakan, Balikpapan",8,4,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
961,122 Balikpapan S.parman Rukan Cocok Untuk Kos Atau Kantor,"Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",6,5,250 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
962,130 Balikpapan Baru Rumah 2 Lantai Ada Halaman Belakang,"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",4,2,156 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
963,121 Balikpapan Kartini Rumah Mewah Full Furnish Kolam Renang,"Rp 3,3 Miliar","Balikpapan Utara, Balikpapan",4,4,250 m²,360 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
964,136 Balikpapan Grand City Rumah Cantik 2 Lantai Siap Huni,"Rp 1,4 Miliar","Balikpapan Selatan, Balikpapan",2,2,72 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
965,"142 Balikpapan Pupuk Rumah Hook 2,5 Lantai Siap Huni","Rp 4,5 Miliar","Balikpapan Tengah, Balikpapan",4,3,300 m²,260 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
966,143 Balikpapan Rumah Kos 3 Lantai Tengah Kota,Rp 680 Juta,"Balikpapan Tengah, Balikpapan",8,3,97 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
967,141 Balikpapan Syariffudin Yos Rumah Kos Kosan Lahan Luas,"Rp 2,5 Miliar","Balikpapan Utara, Balikpapan",12,12,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
968,"148 Balikpapan Baru Rumah 2,5 Lantai Ada Pendopo Di Dak Atas","Rp 3,2 Miliar","Balikpapan Baru, Balikpapan",5,5,200 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
969,TURUN HARGA RUMAH BESAR BANGUNAN BAGUS LOKASI TENGAH KOTA BERSIH DAN TERAWAT,"Rp 2,3 Miliar","Balikpapan Selatan, Balikpapan",5,3,310 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,7700 Watt,,,,,,,,,,,,,Dijual
970,Rumah Besar Dan Cantik di Perum Elite Balikpapan Baru,"Rp 3,5 Miliar","Balikpapan Baru, Balikpapan",4,3,240 m²,250 m²,1,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",,,1,Ya,Ya,,2,,Tidak,,,Tidak,Bagus,Dijual
971,Rumah Mewah Dan Minimalis di Wika. Dijual Semi Furnish Dan Siap Huni,"Rp 4,5 Miliar","Balikpapan Utara, Balikpapan",3,3,490 m²,330 m²,1,Rumah,SHM - Sertifikat Hak Milik,,,1,Ya,Ya,Semi Furnished,1,,Tidak,,,Tidak,Bagus,Dijual
972,Rumah Besar Dengan Halaman Luas di Bukit Damai Indah,"Rp 4,8 Miliar","Balikpapan Selatan, Balikpapan",4,3,660 m²,260 m²,1,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",,,1,Ya,Ya,,1,,Tidak,,,Tidak,Bagus,Dijual
973,Rumah Minimalis Dengan Tanah Luas di Balikpapan Baru,"Rp 2,3 Miliar","Balikpapan Baru, Balikpapan",6,2,235 m²,160 m²,1,Rumah,SHM - Sertifikat Hak Milik,,,1,Ya,Ya,,2,,Tidak,,,Tidak,Bagus,Dijual
974,RUMAH TIGA KAMAR TIDUR DALAM I PERUMAHAN FASILITAS LENGKAP DI PERUMAHAN WIKA,Rp 800 Juta,"Balikpapan Utara, Balikpapan",3,2,165 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
975,"BALIKPAPAN,  RUMAH MEGAH TENGAH KOTA ( B455 )",Rp 13 Miliar,"Balikpapan Selatan, Balikpapan",6,6,2658 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,13900 Watt,,,,,,,,,,,,,Dijual
976,"BALIKPAPAN,  RUMAH TENGAH KOTA (Y459)",Rp 6 Miliar,"Klandasan Ulu, Balikpapan",5,4,375 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
977,Dijual Rumah Borneo Paradiso Richwood Balikpapan,Rp 11 Miliar,"Balikpapan Timur, Balikpapan",8,6,358 m²,458 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,1,Ya,Ya,Furnished,3,Pantai,Ya,2 Mobil,Sumur Bor,Ya,Baru,Dijual
978,RUMAH STRATEGIS DAN MURAH DI KAWASAN BALIKPAPAN BARU,"Rp 1,2 Miliar","Balikpapan Baru, Balikpapan",6,3,250 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
979,Rumah Mewah Dihook Ditengah Kota Dan Dekat Sekolah Dekat perpus,"Rp 4,5 Miliar","Gn. Sari Ilir, Balikpapan",7,7,206 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Perkotaan,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
980,Rumah Elegant Dan Megah Ditengah Kota Balikpapan ,"Rp 2,7 Miliar","Balikpapan Baru, Balikpapan",6,4,230 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
981,RUMAH BESAR BEBAS BANJIR  DI AREA GUNUNG GUNTUR,"Rp 4,4 Miliar","Balikpapan Tengah, Balikpapan",4,3,625 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
982,RUMAH CANTIK DI KAWASAN PERUMAHAN BALIKPAPAN BARU,"Rp 2,7 Miliar","Balikpapan Baru, Balikpapan",4,3,180 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
983,RUMAH CANTIK DI KAWASAN BUKIT DAMAI INDAH,"Rp 2,7 Miliar","Balikpapan Selatan, Balikpapan",3,3,216 m²,190 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,,,,,,,,,,,Dijual
984,RUMAH HOMY COZY MEWAH LUAS  DI PERUMAHAN ELITE BALIKPAPAN,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",5,4,396 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
985,"BALIKPAPAN HUNIAN TIGA LANTAI BARU,SIAP HUNI, NYAMAN DAN AMAN","Rp 1,9 Miliar","Balikpapan Tengah, Balikpapan",4,3,96 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
986,RUMAH TUMBUH DUA KAMAR TIDUR DALAM PERUMAHAN BALIKPAPAN,Rp 750 Juta,"Balikpapan Utara, Balikpapan",2,1,120 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
987,RUMAH MEWAH TINGKAT 2 DI TENGAH KOTA BALIKPAPAN,"Rp 3,5 Miliar","Balikpapan Baru, Balikpapan",4,3,240 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,Bagus Sekali,Dijual
988,RUMAH PLUS TOKO BANGUNAN DI PINGGIR JALAN Rengganis,Rp 3 Miliar,"Balikpapan Selatan, Balikpapan",3,2,150 m²,117 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Furnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
989,RUMAH VILA MODERN MINIMALIS DEKAT PANTAI LAMARU BALIKPAPAN,"Rp 2,2 Miliar","Lamaru, Balikpapan",4,2,700 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
990,BALIKPAPAN WIKA RUMAH ASRI TERAWAT( Y 288),"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",3,2,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
991,Rumah Mediterania Balikpapan Baru,"Rp 4,5 Miliar","Balikpapan Baru, Balikpapan",5,5,400 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,,1,,,,Unfurnished,1,,,,,,Bagus,Dijual
992,"BALIKPAPAN,  RUMAH SEPINGGAN PRATAMA ( Y 421 )","Rp 1,3 Miliar","Sepinggan, Balikpapan",2,2,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
993,RUMAH MODERN MINIMALIS BARU BALIKPAPAN REGENCY DEKAT POLDA DAN BANDARA (RR130),"Rp 1,45 Miliar","Balikpapan Selatan, Balikpapan",3,3,153 m²,105 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,1,,,,,,,,,,,,Dijual
994,RUMAH MODERN BESAR DIKAWASAN ELIT,"Rp 5,6 Miliar","Balikpapan Baru, Balikpapan",10,12,719 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,11000 Watt,,,,,,,,,,,,,Dijual
995,RUMAH + TANAH LUAS PINGGIR JALAN RAYA,Rp 12 Miliar,"Balikpapan Utara, Balikpapan",6,5,1270 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
996,RUMAH PRAPATAN,Rp 430 Juta,"Prapatan, Balikpapan",3,1,180 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
997,RUMAH MINIMALIS WIKA MAHOGANY,Rp 700 Juta,"Balikpapan Utara, Balikpapan",2,2,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
998,RUMAH MINIMALIS DIKAWASAN WIKA,Rp 750 Juta,"Balikpapan Utara, Balikpapan",2,2,125 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
999,RUMAH BARU MINIMALIS MODERN MEWAH DI TENGAH KOTA BALIKPAPAN,Rp 930 Juta,"Sumber Rejo, Balikpapan",3,2,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
